year,quarter,station,temperature_mean,temperature_std,depth_mean,depth_std,oceanic,coastal_oceanic_fished,coastal_fished,coastal_bycatch,coastal_unfished,longitude,latitude
1951,1,076.7 055.0,11.915000000000001,1.530303165316526,48.2,36.51118550070193,22.08,5.52,0.0,1.84,0.0,-121.33333300000001,34.95
1951,1,080.0 055.0,11.140571428571427,1.3253411167055265,45.68571428571428,33.18909408806686,4.08,61.199999999999996,2.04,2.04,0.0,-120.8,34.316666
1951,1,080.0 060.0,11.754375000000003,1.9026889927746475,47.0625,34.557980731779814,25.92,56.7,3.24,3.24,0.0,-121.15,34.15
1951,1,080.0 070.0,13.170322580645163,1.7499533019883065,46.96774193548387,34.68091105201605,0.0,0.0,0.0,0.0,0.0,-121.85,33.816666
1951,1,080.0 080.0,13.403939393939396,1.6245094247840237,47.93939393939394,33.35316644819817,0.0,0.0,0.0,0.0,0.0,-122.4,33.65
1951,1,080.0 090.0,12.341562499999998,1.9266184806965003,46.6578947368421,32.583594210342966,3.32,0.0,0.0,1.66,0.0,-123.183333,33.25
1951,1,083.3 060.0,11.449047619047619,1.2437077822459122,46.095238095238095,32.881460980170516,32.489999999999995,23.94,34.2,73.53,0.0,-120.75,33.566666
1951,1,083.3 070.0,12.439999999999998,1.7791264455037787,43.5,33.641154449977975,23.94,0.0,0.0,0.0,0.0,-121.45,33.233333
1951,1,083.3 080.0,13.782727272727271,1.4273828562028537,47.90909090909091,34.4889969278741,2.9,0.0,0.0,0.0,0.0,-122.33333300000001,33.0
1951,1,083.3 090.0,13.367,2.4946834579873167,48.3,36.66378776576874,1.62,0.0,0.0,0.0,0.0,-122.8,32.575
1951,1,086.7 035.0,11.613809523809525,1.6200446789841194,46.42857142857143,35.50995836180525,204.60000000000002,392.7,47.85,54.45,0.0,-118.625,33.833333
1951,1,086.7 040.0,11.57952380952381,1.6805727481738955,46.95238095238095,34.128399010906136,168.08,191.0,17.189999999999998,22.92,0.0,-118.975,33.666666
1951,1,086.7 060.0,12.410909090909092,1.829581671013647,47.72727272727273,34.34848150673013,8.32,4.16,0.0,0.0,0.0,-120.358333,33.0
1951,1,086.7 070.0,12.669999999999998,1.8074844397670473,40.81818181818182,32.783587911691974,0.0,0.0,0.0,0.0,0.0,-121.03333300000001,32.616665999999995
1951,1,086.7 080.0,14.219090909090909,1.7895443808157134,48.0,34.28119017770533,1.25,0.0,0.0,0.0,0.0,-121.75,32.366665999999995
1951,1,086.7 090.0,13.866,2.2408639207036,44.0,32.71764729384502,0.0,0.0,0.0,0.0,0.0,-122.4,31.983333000000002
1951,1,090.0 030.0,11.495151515151516,1.505531719219412,47.93939393939394,33.24242337918841,108.9,168.3,9.9,15.84,0.0,-117.91666599999999,33.408333
